x	y	z	elevation_mask	use_for_kriging	LCV.pred	LCV.var
-14550	18150	485	571.609943668883	TRUE	1399.112107	86766.9621436768
-14450	18150	485	569.654107422795	TRUE	1368.6750449362	84715.5590710508
-14350	18150	485	568.079271596588	TRUE	1328.9063653436	81184.5379809286
-14250	18150	485	567.972627354817	TRUE	1296.4232092017	75906.1175498364
-14150	18150	485	568.554610852547	TRUE	1274.82391909647	69840.5937659229
-14050	18150	485	570.777277394893	TRUE	1257.63671811896	64408.7205671639
-13950	18150	485	573.634290122347	TRUE	1341.66286592077	64810.2949168197
-13850	18150	485	576.358373613292	TRUE	1464.36810885039	69268.7264366004
-13750	18150	485	577.888615254401	TRUE	1481.017991378	72917.8924210572
-13650	18150	485	578.628355838478	TRUE	1440.77450473314	75672.5407037831
-13550	18150	485	578.703831942867	TRUE	1386.33238582247	78278.6042941526
-13450	18150	485	578.191331258177	TRUE	1326.04770892976	80934.9867410603
-13350	18150	485	577.356185567341	TRUE	1282.27668483606	83249.8425782433
-13250	18150	485	578.035575691403	TRUE	1293.50816145132	84982.2565143708
-13150	18150	485	581.490805994261	TRUE	1330.84106207289	86197.3653341589
-13050	18150	485	585.947373596925	TRUE	1358.71551958319	86946.6151616987
-12950	18150	485	591.165285836941	TRUE	1369.76679939366	87411.2420760836
-12850	18150	485	593.423902721275	TRUE	1379.76366613141	87742.9668254249
-12750	18150	485	592.801253676848	TRUE	1386.98070866472	88062.6432246146
-12650	18150	485	592.854892468735	TRUE	1386.125798847	88354.8173237731
-12550	18150	485	595.414117810956	TRUE	1385.12227748217	88552.0964368504
-12450	18150	485	597.879725751622	TRUE	1381.27762722302	88634.9552682502
-12350	18150	485	599.435656038857	TRUE	1377.64848259061	88650.519200814
-12250	18150	485	596.196254130448	TRUE	1377.92190585502	88650.161725693
-12150	18150	485	592.586062745597	TRUE	1378.0454972356	88648.9722052777
-12050	18150	485	589.600022296243	TRUE	1377.58181389423	88646.6665963913
-14950	18250	485	586.259021125646	TRUE	1448.38199768771	82927.2393730648
-14850	18250	485	585.586674499854	TRUE	1434.90965603619	84766.1258755232
-14750	18250	485	581.154135465923	TRUE	1418.00640677482	85983.2958673907
-14650	18250	485	578.441997105809	TRUE	1410.59497534316	85739.9192771446
-14550	18250	485	575.822191814499	TRUE	1411.84500236053	84212.190076208
-14450	18250	485	574.272274509617	TRUE	1391.46444413914	81777.6305735413
-14350	18250	485	571.675974122248	TRUE	1350.26913487012	78276.2690999822
-14250	18250	485	572.539694400236	TRUE	1314.65114901441	73417.4772392989
-14150	18250	485	572.317940824147	TRUE	1288.70242307324	69266.4335378235
-14050	18250	485	575.837926979826	TRUE	1278.78454343149	69322.434857115
-13950	18250	485	578.957385122042	TRUE	1320.78963382883	71566.6971919567
-13850	18250	485	580.732375717544	TRUE	1382.3981105162	73998.8793443389
-13750	18250	485	581.318158898654	TRUE	1409.58380132102	74905.4073951809
-13650	18250	485	581.245307515198	TRUE	1409.04482504711	75441.36297833
-13550	18250	485	580.522772152438	TRUE	1386.77338907722	77593.4994714371
-13450	18250	485	579.016518059597	TRUE	1350.2492811126	80340.0384097124
-13350	18250	485	578.390444107054	TRUE	1324.81823499781	82347.3921302633
-13250	18250	485	577.278099559053	TRUE	1343.03249574615	83912.3225389021
-13150	18250	485	581.732446985413	TRUE	1365.73445844712	85376.1206845798
-13050	18250	485	585.647155712309	TRUE	1375.59591780301	86562.9208612919
-12950	18250	485	591.164169423235	TRUE	1381.6362685187	87208.963007276
-12850	18250	485	593.489000017612	TRUE	1385.7414938857	87399.5289407936
-12750	18250	485	593.079500806171	TRUE	1386.47053978099	87540.2261418993
-12650	18250	485	592.950831821134	TRUE	1385.8475345282	87849.596060115
-12550	18250	485	597.681063200347	TRUE	1384.87663357495	88230.7174178992
-12450	18250	485	597.903484867105	TRUE	1381.38483109587	88511.4177801334
-12350	18250	485	603.318540493268	TRUE	1378.89613831071	88631.8960915463
-12250	18250	485	598.480703826502	TRUE	1377.42972739018	88650.6928676987
-12150	18250	485	596.523986727217	TRUE	1377.45554200319	88650.2175722097
-12050	18250	485	591.800212264032	TRUE	1377.34753507797	88647.8485600314
-14950	18350	485	586.986523962699	TRUE	1480.0867276189	76549.8636533053
-14850	18350	485	585.725404292045	TRUE	1462.21134688489	80446.6943586342
-14750	18350	485	583.441780401413	TRUE	1433.68544930696	82818.6483683044
-14650	18350	485	581.753951931439	TRUE	1416.14396569111	82595.5101481983
-14550	18350	485	580.177011796362	TRUE	1415.54405447396	80348.5307215425
-14450	18350	485	578.656958320575	TRUE	1406.3354321196	77675.0930856105
-14350	18350	485	576.914149697933	TRUE	1374.5892372818	75514.1683032655
-14250	18350	485	576.586147075431	TRUE	1340.01775561133	73172.0050449257
-14150	18350	485	577.536356863582	TRUE	1309.96641709668	71817.128160258
-14050	18350	485	579.7348199356	TRUE	1294.94680437073	73572.1061166858
-13950	18350	485	581.857584396235	TRUE	1312.4657423554	76005.7359320456
-13850	18350	485	582.630217381617	TRUE	1353.0467546933	77021.4396597587
-13750	18350	485	582.783665695815	TRUE	1385.30063304279	76221.6541294053
-13650	18350	485	582.551949839867	TRUE	1392.89237989894	75296.4230540822
-13550	18350	485	582.037383508388	TRUE	1384.57791568906	76664.2571804608
-13450	18350	485	581.186091891439	TRUE	1367.52577064045	79018.9002849551
-13350	18350	485	580.414071660995	TRUE	1362.04865027862	80782.4667653118
-13250	18350	485	580.351350372719	TRUE	1376.90598926913	82386.3987168168
-13150	18350	485	582.363479930096	TRUE	1385.23900312651	84199.6938842946
-13050	18350	485	584.622295985369	TRUE	1390.06893415367	85713.468065114
-12950	18350	485	588.267111020882	TRUE	1393.25164549776	86422.7651133857
-12850	18350	485	590.185573670172	TRUE	1394.27887242382	86428.9520508151
-12750	18350	485	590.838134352947	TRUE	1390.23310004575	86376.5327704199
-12650	18350	485	592.507335868532	TRUE	1384.5453939607	86742.8347470442
-12550	18350	485	595.842591348949	TRUE	1378.68628949097	87450.1015103427
-12450	18350	485	596.52174452326	TRUE	1374.26711585066	88117.4841023726
-12350	18350	485	598.634138609277	TRUE	1374.91924609046	88497.4004803485
-12250	18350	485	597.24953121668	TRUE	1375.36974435473	88620.9805329064
-12150	18350	485	595.764838285689	TRUE	1376.84834289118	88643.9713465216
-12050	18350	485	592.730124717643	TRUE	1377.38066503921	88649.8353290423
-14950	18450	485	587.851363760577	TRUE	1507.76393192813	68772.764970043
-14850	18450	485	586.772436468627	TRUE	1483.66061071495	75652.3163543729
-14750	18450	485	585.437548857433	TRUE	1445.6276093626	79343.4164442749
-14650	18450	485	584.640048548715	TRUE	1413.86414465681	79003.3761518453
-14550	18450	485	583.732648572619	TRUE	1401.3516245188	75568.2272796604
-14450	18450	485	582.258139788728	TRUE	1397.33666099734	72154.1521752035
-14350	18450	485	580.081679419411	TRUE	1381.51808275309	71930.060047214
-14250	18450	485	579.624759651753	TRUE	1346.90693690567	72683.0420385585
-14150	18450	485	580.348993103187	TRUE	1322.22320107441	73626.2706941917
-14050	18450	485	582.263039920239	TRUE	1309.407876414	75295.0008545756
-13950	18450	485	583.191256752866	TRUE	1316.56756515717	77150.185970083
-13850	18450	485	583.389987194989	TRUE	1343.6953478076	77958.462375131
-13750	18450	485	583.557363584593	TRUE	1375.26666944612	77202.2493332874
-13650	18450	485	583.72527633621	TRUE	1389.57761675058	76124.5339955416
-13550	18450	485	583.608567725537	TRUE	1387.75293732337	76552.5387401126
-13450	18450	485	583.733006265122	TRUE	1387.95618025994	77938.6756947881
-13350	18450	485	583.506374325387	TRUE	1392.87873113407	79026.9225133416
-13250	18450	485	583.22655305355	TRUE	1399.32510891101	80474.8479186389
-13150	18450	485	583.743842658014	TRUE	1407.89335414789	82487.2236858615
-13050	18450	485	585.031364798265	TRUE	1411.093313903	84124.5058697298
-12950	18450	485	586.722011215553	TRUE	1410.61405459059	84862.7303718255
-12850	18450	485	587.597523883046	TRUE	1404.27557964407	84802.7132324581
-12750	18450	485	588.532003503896	TRUE	1392.4809939551	84675.1686172892
-12650	18450	485	590.650918207816	TRUE	1377.69039050041	85152.3137079051
-12550	18450	485	594.20036607104	TRUE	1363.97285296147	86223.6924318168
-12450	18450	485	594.060931042907	TRUE	1359.55772187143	87346.3134281874
-12350	18450	485	595.793772628039	TRUE	1362.78958256295	88094.0141992517
-12250	18450	485	594.20753873811	TRUE	1369.17438779993	88442.5984659134
-12150	18450	485	593.254091970462	TRUE	1373.7613501336	88576.3584966992
-12050	18450	485	591.142723174612	TRUE	1376.41013973274	88634.2741753641
-14950	18550	485	589.543688651819	TRUE	1519.7363010515	65386.8006982979
-14850	18550	485	588.856901864537	TRUE	1491.88190769928	72708.0033155874
-14750	18550	485	587.865940935203	TRUE	1450.94612026462	76316.336877146
-14650	18550	485	587.921966444406	TRUE	1406.81489637276	75903.0979952194
-14550	18550	485	587.80068362485	TRUE	1373.02752325529	71971.5837993201
-14450	18550	485	585.875267959289	TRUE	1358.79497137582	67379.8748814859
-14350	18550	485	583.321474221512	TRUE	1337.67779509169	67381.6088223104
-14250	18550	485	582.611988020475	TRUE	1324.22116303173	69190.9440889299
-14150	18550	485	582.990375217476	TRUE	1320.73264776127	71265.0603910075
-14050	18550	485	584.464911375513	TRUE	1322.14054164599	72447.732325368
-13950	18550	485	584.597729761559	TRUE	1330.42864594883	74411.7967775324
-13850	18550	485	584.277410567038	TRUE	1350.16604581325	76676.0481967561
-13750	18550	485	585.204349590639	TRUE	1374.28300364635	77356.4570387469
-13650	18550	485	585.548897223355	TRUE	1395.83020308457	76856.7649942395
-13550	18550	485	585.51002768343	TRUE	1408.52679863509	76963.1984126393
-13450	18550	485	587.503479495634	TRUE	1412.61732411614	77615.3775230634
-13350	18550	485	586.601981651773	TRUE	1417.14655208938	77674.0152809152
-13250	18550	485	586.580522051164	TRUE	1423.27237182577	78391.7699264542
-13150	18550	485	584.502378525936	TRUE	1428.47103943345	79879.2763620775
-13050	18550	485	584.31404590453	TRUE	1427.96126411197	81124.2090381861
-12950	18550	485	584.70374318854	TRUE	1422.71145831235	81991.51468443
-12850	18550	485	584.24080430916	TRUE	1411.83524272241	82454.6461826714
-12750	18550	485	582.69012652284	TRUE	1394.19991323503	82797.7624865631
-12650	18550	485	586.24783036566	TRUE	1372.41745575624	83586.1018753818
-12550	18550	485	589.080177625589	TRUE	1354.31937803246	84902.9621432897
-12450	18550	485	589.808257489765	TRUE	1346.4228875676	86349.5442230769
-12350	18550	485	591.196912148254	TRUE	1349.92228845557	87440.7890452274
-12250	18550	485	589.662289358777	TRUE	1359.83198387268	88067.905814335
-12150	18550	485	587.834721864133	TRUE	1369.50949875669	88398.7003766502
-12050	18550	485	589.206608540114	TRUE	1374.98344876555	88575.2897654972
-14950	18650	485	592.670298912055	TRUE	1509.52489588295	69555.3521050601
-14850	18650	485	592.057140085574	TRUE	1484.87305341518	71746.6367940127
-14750	18650	485	591.273763647986	TRUE	1446.50802083604	72986.2991919438
-14650	18650	485	591.085598481387	TRUE	1398.25578575885	73196.9364343574
-14550	18650	485	590.684868318201	TRUE	1345.58501778897	71254.5549216706
-14450	18650	485	588.806216795408	TRUE	1300.99997936692	67293.8259958953
-14350	18650	485	586.29185171069	TRUE	1256.83564045108	62526.9742932845
-14250	18650	485	585.589971770993	TRUE	1256.38491631815	62892.2146647667
-14150	18650	485	586.443318691978	TRUE	1297.14928187765	66516.7934114253
-14050	18650	485	587.271606865136	TRUE	1330.62652036637	65859.2262138592
-13950	18650	485	586.89489466299	TRUE	1347.05585764875	69188.0783127875
-13850	18650	485	586.650150370938	TRUE	1366.42266781068	74740.7108160099
-13750	18650	485	587.791985631008	TRUE	1391.40890719223	77798.0368293087
-13650	18650	485	587.776227017449	TRUE	1415.62376201396	78704.3339211614
-13550	18650	485	587.409263858684	TRUE	1423.54759117349	79017.456527301
-13450	18650	485	588.229536158387	TRUE	1427.72590982717	79080.6336079091
-13350	18650	485	587.256681251457	TRUE	1430.36597866885	78287.513489318
-13250	18650	485	585.38291280499	TRUE	1428.88436217588	77408.2085668827
-13150	18650	485	583.317697820301	TRUE	1426.60827326718	76694.8331712398
-13050	18650	485	582.657197500906	TRUE	1420.73125959203	76416.7748660275
-12950	18650	485	582.473020702587	TRUE	1418.01592560429	77694.2992221267
-12850	18650	485	582.063361738257	TRUE	1415.18239066162	79649.120954383
-12750	18650	485	581.774839725761	TRUE	1407.36165369358	81109.40743728
-12650	18650	485	583.254890060545	TRUE	1389.66535649707	82326.1598532157
-12550	18650	485	585.027605797464	TRUE	1367.55222690151	83733.2016819111
-12450	18650	485	586.195730288566	TRUE	1352.57069164497	85344.9699745272
-12350	18650	485	587.080152825422	TRUE	1348.46261536636	86754.9020355719
-12250	18650	485	586.739190858627	TRUE	1354.65628933616	87670.3247351593
-12150	18650	485	586.739788047053	TRUE	1366.02208563282	88195.1716601724
-12050	18650	485	588.938469110121	TRUE	1373.58187243185	88496.5163333429
-14950	18750	485	597.712341591775	TRUE	1484.86245187433	73910.9557807532
-14850	18750	485	598.050578372047	TRUE	1467.00137440011	70493.0817273324
-14750	18750	485	595.350127360643	TRUE	1434.80851976947	67841.3054476177
-14650	18750	485	594.847158040134	TRUE	1390.13596816656	70001.0845664722
-14550	18750	485	594.136613102865	TRUE	1334.28429884142	71703.6146424618
-14450	18750	485	592.079035728818	TRUE	1280.10139574864	69495.4040544071
-14350	18750	485	589.861602222282	TRUE	1223.96194782013	63791.3773206574
-14250	18750	485	589.222711944193	TRUE	1220.07977069407	63192.8617027208
-14150	18750	485	591.787200384426	TRUE	1267.91805636113	66179.1017750381
-14050	18750	485	590.019249604978	TRUE	1317.98420529608	64265.3264360964
-13950	18750	485	589.712644308392	TRUE	1343.77773438234	68272.1514569917
-13850	18750	485	587.869032010942	TRUE	1366.9243934962	75177.8682087855
-13750	18750	485	589.440106430203	TRUE	1392.52152425073	79623.1522872446
-13650	18750	485	589.183343621505	TRUE	1414.75465034695	81758.2061217773
-13550	18750	485	587.743575033935	TRUE	1423.59581998625	82368.3318466369
-13450	18750	485	590.987826670949	TRUE	1426.36952121954	81980.7122790099
-13350	18750	485	586.67459605912	TRUE	1424.31871802703	80414.0051479855
-13250	18750	485	583.769186482329	TRUE	1417.77049016133	77429.5627845915
-13150	18750	485	581.50834270578	TRUE	1411.60715508106	73070.820356035
-13050	18750	485	579.281342724739	TRUE	1409.68692431606	69592.8546784684
-12950	18750	485	579.768069349029	TRUE	1410.54248209218	72002.3720614853
-12850	18750	485	580.16595380364	TRUE	1415.93213648556	76688.9841080762
-12750	18750	485	580.135799288315	TRUE	1420.20684352437	79671.5395616272
-12650	18750	485	581.680801144282	TRUE	1414.97926082577	81209.8522872584
-12550	18750	485	581.822022934476	TRUE	1400.34783246701	82624.4411124839
-12450	18750	485	583.263624796434	TRUE	1380.67425771011	84432.0336551925
-12350	18750	485	582.672657699245	TRUE	1367.81821476045	86180.9499233914
-12250	18750	485	584.278881633853	TRUE	1361.24041893347	87413.5715832479
-12150	18750	485	586.332245710518	TRUE	1366.35082726938	88114.2715467893
-12050	18750	485	590.37293583482	TRUE	1373.15411129736	88467.7045119875
-14950	18850	485	602.036728585667	TRUE	1454.54746886539	77293.512900457
-14850	18850	485	600.120386039886	TRUE	1444.06144527493	70958.8678453022
-14750	18850	485	597.820387667979	TRUE	1418.42658108853	65543.1288097611
-14650	18850	485	596.412655659305	TRUE	1381.90351173178	69517.6622629414
-14550	18850	485	595.578391478468	TRUE	1339.32163424833	73931.5162378458
-14450	18850	485	594.842248300068	TRUE	1299.24498398403	74513.7034900866
-14350	18850	485	593.913345202674	TRUE	1260.52246712543	72547.2257710045
-14250	18850	485	593.142535932156	TRUE	1251.40360456935	71897.8942781889
-14150	18850	485	592.918537860988	TRUE	1273.12564894245	72474.0485104287
-14050	18850	485	591.041548042596	TRUE	1304.90834798751	72419.4325742878
-13950	18850	485	588.050734102605	TRUE	1335.24114993869	74664.8527718159
-13850	18850	485	585.108318971618	TRUE	1364.64528834683	79004.1248220112
-13750	18850	485	583.953734507294	TRUE	1388.51524473549	82664.4514670671
-13650	18850	485	583.825631572094	TRUE	1404.20371158727	84833.4640054352
-13550	18850	485	585.000364954111	TRUE	1413.2127909211	85457.2049514981
-13450	18850	485	586.398463626463	TRUE	1417.25072169485	84774.6610191436
-13350	18850	485	585.711375158991	TRUE	1415.81434172432	82486.3794081891
-13250	18850	485	583.720628498264	TRUE	1406.06032463562	77893.5035790551
-13150	18850	485	581.39910904765	TRUE	1401.47501474288	70828.8680015828
-13050	18850	485	579.554902265313	TRUE	1406.96708674835	63093.6606518331
-12950	18850	485	578.807247214833	TRUE	1408.26317460496	67853.2961936752
-12850	18850	485	579.128627851731	TRUE	1413.55164368661	74566.3904456948
-12750	18850	485	580.151534898926	TRUE	1423.92294349699	78166.0511905994
-12650	18850	485	580.91170882274	TRUE	1433.70130434044	79680.4046428852
-12550	18850	485	580.980633011959	TRUE	1433.05633935714	81153.6769609901
-12450	18850	485	580.038187892438	TRUE	1418.51977130329	83434.705156823
-12350	18850	485	577.947643489781	TRUE	1398.73545013672	85739.8736175259
-12250	18850	485	580.424017823452	TRUE	1380.16986503159	87337.0598860963
-12150	18850	485	584.712300691778	TRUE	1372.10512968349	88178.654916637
-12050	18850	485	588.316885885113	TRUE	1374.11750936961	88517.202366727
-14950	18950	485	605.013310449122	TRUE	1423.28725380351	80978.9719917018
-14850	18950	485	604.48425631867	TRUE	1419.8121735518	75910.3631402302
-14750	18950	485	599.316172778725	TRUE	1401.42761476847	72829.0136547369
-14650	18950	485	597.809312432717	TRUE	1376.71591264097	74869.2304716934
-14550	18950	485	597.507062351604	TRUE	1350.27746830436	78443.2397553626
-14450	18950	485	597.337398813158	TRUE	1324.53404378653	80147.961946879
-14350	18950	485	599.465487098306	TRUE	1303.17248328416	80106.8332706101
-14250	18950	485	596.299690153062	TRUE	1295.33553865602	79870.1271920383
-14150	18950	485	598.333148106458	TRUE	1305.00657586654	79931.5503509238
-14050	18950	485	592.429731867917	TRUE	1322.63259698178	80171.2695063456
-13950	18950	485	588.665814033109	TRUE	1341.86444254411	81338.1335774502
-13850	18950	485	581.910912291596	TRUE	1360.24566415888	83429.7841392958
-13750	18950	485	577.254118164311	TRUE	1376.98951175794	85522.3750149235
-13650	18950	485	576.418633927282	TRUE	1387.19505740008	86873.4119135941
-13550	18950	485	581.371957212509	TRUE	1397.53881903467	87098.8931742804
-13450	18950	485	587.392668968479	TRUE	1407.24952850249	86062.0231898902
-13350	18950	485	585.453803168508	TRUE	1408.77468403652	83182.932775253
-13250	18950	485	585.605892994181	TRUE	1401.60935563739	78008.1680824647
-13150	18950	485	581.484234597929	TRUE	1393.06994949947	71429.5349982257
-13050	18950	485	577.942123861275	TRUE	1393.6616504197	66843.306584593
-12950	18950	485	576.826959116571	TRUE	1398.6928369441	69037.1918592579
-12850	18950	485	576.664881976098	TRUE	1408.66832136649	73806.2284831403
-12750	18950	485	577.206251763672	TRUE	1425.91818116744	76353.4551237879
-12650	18950	485	579.444798475209	TRUE	1445.34703483077	77338.4769300712
-12550	18950	485	575.635392748186	TRUE	1457.17412414014	79171.6780201146
-12450	18950	485	574.912923165939	TRUE	1450.16978515056	82313.6555582788
-12350	18950	485	560.429277530036	TRUE	1427.40144813041	85405.5813994561
-12250	18950	485	574.318614569505	TRUE	1401.81715293906	87385.2326680888
-12150	18950	485	578.897470478499	TRUE	1381.55554171504	88308.1557236915
-12050	18950	485	593.074482770598	TRUE	1375.65480484712	88593.4247847431
-14950	19050	485	605.691581420385	TRUE	1396.75701545883	84482.0427665942
-14850	19050	485	603.084621543225	TRUE	1398.84032085381	81655.6712666696
-14750	19050	485	599.333582010837	TRUE	1391.38038560886	80154.5956908798
-14650	19050	485	597.749664589577	TRUE	1378.51214190918	81191.0541447052
-14550	19050	485	597.652964384853	TRUE	1361.39129496108	83284.4653694991
-14450	19050	485	598.349329098068	TRUE	1342.29260362502	84653.6842670055
-14350	19050	485	599.070567973972	TRUE	1332.14656831444	85078.5635618832
-14250	19050	485	597.88549158103	TRUE	1329.51864116796	85123.6021217725
-14150	19050	485	596.413926773219	TRUE	1334.28603881698	85183.2828368581
-14050	19050	485	593.468886219486	TRUE	1341.66980630959	85320.7339574176
-13950	19050	485	589.446521395451	TRUE	1349.55597506912	85591.0895507115
-13850	19050	485	581.392551829057	TRUE	1357.93935538058	86098.1704646619
-13750	19050	485	573.725801270084	TRUE	1363.88426857279	86647.2196734044
-13650	19050	485	571.445402889076	TRUE	1373.89597608104	86857.4710558056
-13550	19050	485	576.413454534075	TRUE	1390.34902129358	86477.7366879969
-13450	19050	485	580.537144949629	TRUE	1404.83352153463	84970.3381498539
-13350	19050	485	582.895987107947	TRUE	1411.26637462171	81463.6770406222
-13250	19050	485	582.752374784125	TRUE	1407.16344473006	75950.221720353
-13150	19050	485	580.901885865581	TRUE	1394.4499366938	70018.1199138972
-13050	19050	485	578.733912846516	TRUE	1381.26919019989	66352.4540376281
-12950	19050	485	576.83621202393	TRUE	1384.18049379739	68816.1724123009
-12850	19050	485	576.337014953623	TRUE	1402.08811956624	72913.3915578346
-12750	19050	485	577.369614648356	TRUE	1426.78109562367	74351.1458229129
-12650	19050	485	578.88161548335	TRUE	1450.85795551542	74999.6273669225
-12550	19050	485	577.621873750038	TRUE	1467.74856704621	77638.7916876667
-12450	19050	485	574.817413545337	TRUE	1466.42525177746	81680.0881477291
-12350	19050	485	570.402039501988	TRUE	1445.56075133979	85342.2202110357
-12250	19050	485	574.93175224392	TRUE	1415.70622080769	87523.0926035249
-12150	19050	485	586.288872102189	TRUE	1387.99655852938	88430.0316933596
-12050	19050	485	597.243569422567	TRUE	1377.0609980689	88638.074792991
-14950	19150	485	609.367265315501	TRUE	1383.58228394394	86971.700240863
-14850	19150	485	606.223545819943	TRUE	1386.87510570147	85782.2167567555
-14750	19150	485	600.602135382001	TRUE	1388.11688444584	85184.6879867004
-14650	19150	485	598.604625427099	TRUE	1380.44889230107	85638.8911062498
-14550	19150	485	598.429090023078	TRUE	1369.88620358676	86651.2953668963
-14450	19150	485	599.653142222939	TRUE	1359.33686363537	87399.0430881863
-14350	19150	485	601.924770155979	TRUE	1351.37581796094	87696.0217319032
-14250	19150	485	599.449847836242	TRUE	1351.96665420759	87779.0611025338
-14150	19150	485	598.079938790379	TRUE	1355.45213359433	87812.110656338
-14050	19150	485	594.189472124157	TRUE	1356.17724091073	87698.5808987426
-13950	19150	485	591.294874793893	TRUE	1356.27660406406	87280.2299093224
-13850	19150	485	579.380096832114	TRUE	1354.1696750815	86501.1976105999
-13750	19150	485	569.71226066461	TRUE	1348.13461711466	85454.5238020129
-13650	19150	485	562.237518798955	TRUE	1363.53192543558	84506.9175913624
-13550	19150	485	568.706022998478	TRUE	1386.4813641917	83638.2249101211
-13450	19150	485	567.553715320677	TRUE	1408.65465355919	81801.8922237638
-13350	19150	485	574.070183388788	TRUE	1425.09214259291	77483.1949599569
-13250	19150	485	575.691557568584	TRUE	1429.0861619799	70948.495043126
-13150	19150	485	578.522950703643	TRUE	1413.74588923978	65500.9347772077
-13050	19150	485	577.022297339573	TRUE	1387.8629000265	62011.6908146408
-12950	19150	485	575.323327796611	TRUE	1380.32513012232	67614.5537516999
-12850	19150	485	574.828050342874	TRUE	1396.44615425417	72667.3230009655
-12750	19150	485	575.681640690563	TRUE	1421.90098075426	73805.452262855
-12650	19150	485	579.222022567579	TRUE	1445.63840293148	74577.6999857847
-12550	19150	485	576.792685944356	TRUE	1463.32795388917	77870.1723478371
-12450	19150	485	579.298828561377	TRUE	1467.53834832991	82168.2022489619
-12350	19150	485	571.772693774988	TRUE	1446.85364313973	85759.0065706707
-12250	19150	485	586.600959890803	TRUE	1415.90524924646	87778.238853932
-12150	19150	485	600.365766876147	TRUE	1388.22997280844	88524.05397876
-12050	19150	485	602.385294047384	TRUE	1377.557073854	88649.1313108216
-14950	19250	485	614.390431298927	TRUE	1379.13281080793	88245.0294679204
-14850	19250	485	611.470929313793	TRUE	1380.46883469508	87887.2637225135
-14750	19250	485	606.005352857176	TRUE	1381.13145950184	87703.27232321
-14650	19250	485	603.022844165057	TRUE	1380.62183123225	87845.1981527095
-14550	19250	485	601.5465700237	TRUE	1376.78439263259	88191.9236782456
-14450	19250	485	602.07128351186	TRUE	1371.29009538897	88471.0350699149
-14350	19250	485	603.711041435738	TRUE	1368.30820818559	88565.9745129639
-14250	19250	485	601.156312608515	TRUE	1367.30150382519	88578.1043158166
-14150	19250	485	598.071149897065	TRUE	1365.6748229887	88551.0215735633
-14050	19250	485	595.578306156274	TRUE	1362.60883669826	88241.3356806114
-13950	19250	485	589.484883657421	TRUE	1355.93076711661	87231.2188011894
-13850	19250	485	576.208241136106	TRUE	1344.61270797098	85207.6941901772
-13750	19250	485	571.929428163483	TRUE	1337.07257087601	82514.3468610908
-13650	19250	485	569.191569815344	TRUE	1352.53962454951	80383.3321497236
-13550	19250	485	560.5417789716	TRUE	1381.49102464308	79457.9754811466
-13450	19250	485	556.70933231954	TRUE	1412.88758847902	78062.7908579145
-13350	19250	485	562.320036064875	TRUE	1441.00559695897	73448.3876151364
-13250	19250	485	566.991034102395	TRUE	1455.88130679521	65023.9899956986
-13150	19250	485	577.427117748914	TRUE	1444.95516496504	60367.3896000062
-13050	19250	485	578.165975173009	TRUE	1416.71548763794	65227.2901095343
-12950	19250	485	577.362346971607	TRUE	1394.11617173422	70969.5547734155
-12850	19250	485	577.904357987499	TRUE	1395.27421588887	75234.0928702016
-12750	19250	485	580.087814344735	TRUE	1409.89676777051	76569.4421394784
-12650	19250	485	586.261557720857	TRUE	1427.68423456991	77571.1356295887
-12550	19250	485	591.968407719237	TRUE	1444.81415008071	80329.5741898079
-12450	19250	485	595.228608633744	TRUE	1450.94216640245	83796.2218951265
-12350	19250	485	600.305068637014	TRUE	1432.2374788026	86627.0617519649
-12250	19250	485	600.801630594862	TRUE	1405.36050895653	88118.9847864435
-12150	19250	485	603.578820534375	TRUE	1384.17862183765	88596.9056157515
-12050	19250	485	605.141620199079	TRUE	1377.46543922668	88650.8097108549
-14950	19350	485	618.84051008022	TRUE	1377.64463790304	88615.1130867038
-14850	19350	485	617.286930415961	TRUE	1377.81492971595	88560.5630272917
-14750	19350	485	612.353807071597	TRUE	1377.94651885193	88528.9118120086
-14650	19350	485	608.724595471932	TRUE	1377.8431749199	88553.4993363458
-14550	19350	485	606.092525326708	TRUE	1377.66441140442	88608.1632117363
-14450	19350	485	605.217709284382	TRUE	1377.54580719593	88643.9845569413
-14350	19350	485	605.239061436544	TRUE	1377.45810616289	88650.8561701002
-14250	19350	485	602.557542696156	TRUE	1377.59378454307	88650.3586273572
-14150	19350	485	600.632594614061	TRUE	1373.99909113351	88586.6522897669
-14050	19350	485	598.915678819376	TRUE	1367.19308706793	88103.4764360467
-13950	19350	485	593.527756768532	TRUE	1356.68549269794	86616.7694191266
-13850	19350	485	581.321992674484	TRUE	1341.95404495511	83657.5624785668
-13750	19350	485	575.378987958065	TRUE	1328.07230127307	79533.4434658279
-13650	19350	485	573.522246224524	TRUE	1336.52575227367	76146.5080231709
-13550	19350	485	567.572573265775	TRUE	1370.55455756765	75711.6466960499
-13450	19350	485	562.221688326114	TRUE	1411.03657071374	76002.3457757401
-13350	19350	485	568.788730083081	TRUE	1445.88619130349	73100.9692093131
-13250	19350	485	571.137876639315	TRUE	1466.22717177293	66888.9071744757
-13150	19350	485	578.891323371792	TRUE	1463.87342415875	64662.0979064417
-13050	19350	485	580.132660782128	TRUE	1439.6451032317	70503.5422643687
-12950	19350	485	582.752839338726	TRUE	1411.78817975736	76183.0138347231
-12850	19350	485	590.506995971516	TRUE	1397.7360518814	79663.437282102
