x	y	z	elevation_mask	use_for_kriging	LCV.pred	LCV.var
-13850	18350	455	582.630217381617	TRUE	1363.37660345883	88368.2545322139
-13750	18350	455	582.783665695815	TRUE	1378.00527989766	88488.6085179301
-13650	18350	455	582.551949839867	TRUE	1384.84975124421	88554.1260734244
-13550	18350	455	582.037383508388	TRUE	1380.43421052162	88592.6970642961
-13450	18350	455	581.186091891439	TRUE	1378.15828918734	88623.7578782896
-13350	18350	455	580.414071660995	TRUE	1377.66483035411	88638.3793501105
-13250	18350	455	580.351350372719	TRUE	1377.81356123401	88642.0248246953
-13150	18350	455	582.363479930096	TRUE	1377.64588037186	88647.5876946964
-13050	18350	455	584.622295985369	TRUE	1377.50243615874	88650.447338929
-12950	18350	455	588.267111020882	TRUE	1377.47242238128	88650.7405103446
-12850	18350	455	590.185573670172	TRUE	1377.45810616289	88650.8561701002
-12750	18350	455	590.838134352947	TRUE	1377.45810616289	88650.8561701002
-12650	18350	455	592.507335868532	TRUE	1377.45810616289	88650.8561701002
-12550	18350	455	595.842591348949	TRUE	1377.45810616289	88650.8561701002
-12450	18350	455	596.52174452326	TRUE	1377.45810616289	88650.8561701002
-12350	18350	455	598.634138609277	TRUE	1377.45810616289	88650.8561701002
-12250	18350	455	597.24953121668	TRUE	1377.45810616289	88650.8561701002
-12150	18350	455	595.764838285689	TRUE	1377.45810616289	88650.8561701002
-12050	18350	455	592.730124717643	TRUE	1377.45810616289	88650.8561701002
-14950	18450	455	587.851363760577	TRUE	1417.26276888226	85613.5477118161
-14850	18450	455	586.772436468627	TRUE	1412.48029413466	86629.0102985967
-14750	18450	455	585.437548857433	TRUE	1405.78409002657	87616.7869796426
-14650	18450	455	584.640048548715	TRUE	1400.1729935357	88147.560802716
-14550	18450	455	583.732648572619	TRUE	1386.69978296991	88192.1807329198
-14450	18450	455	582.258139788728	TRUE	1373.16026790981	88000.2868654104
-14350	18450	455	580.081679419411	TRUE	1370.10097549722	87854.2975163583
-14250	18450	455	579.624759651753	TRUE	1367.22266767304	87868.9518074291
-14150	18450	455	580.348993103187	TRUE	1360.45732513302	87997.4507096585
-14050	18450	455	582.263039920239	TRUE	1359.09926918463	88165.193258045
-13950	18450	455	583.191256752866	TRUE	1365.37687070237	88338.5000818224
-13850	18450	455	583.389987194989	TRUE	1371.16552251135	88490.8495877955
-13750	18450	455	583.557363584593	TRUE	1380.86031469966	88574.3814380018
-13650	18450	455	583.72527633621	TRUE	1381.19255783437	88582.9386645164
-13550	18450	455	583.608567725537	TRUE	1380.26694827936	88590.0022167888
-13450	18450	455	583.733006265122	TRUE	1379.57739620944	88608.9561160361
-13350	18450	455	583.506374325387	TRUE	1378.75730355414	88616.1307471343
-13250	18450	455	583.22655305355	TRUE	1378.42632215137	88618.5823934049
-13150	18450	455	583.743842658014	TRUE	1378.6403615025	88622.1891780063
-13050	18450	455	585.031364798265	TRUE	1378.54458024169	88623.037399292
-12950	18450	455	586.722011215553	TRUE	1378.30549693515	88629.8796226148
-12850	18450	455	587.597523883046	TRUE	1377.89794843052	88643.2245943387
-12750	18450	455	588.532003503896	TRUE	1377.520426152	88650.2656697945
-12650	18450	455	590.650918207816	TRUE	1377.45810616289	88650.8561701002
-12550	18450	455	594.20036607104	TRUE	1377.45810616289	88650.8561701002
-12450	18450	455	594.060931042907	TRUE	1377.45810616289	88650.8561701002
-12350	18450	455	595.793772628039	TRUE	1377.45810616289	88650.8561701002
-12250	18450	455	594.20753873811	TRUE	1377.45810616289	88650.8561701002
-12150	18450	455	593.254091970462	TRUE	1377.45810616289	88650.8561701002
-12050	18450	455	591.142723174612	TRUE	1377.45810616289	88650.8561701002
-14950	18550	455	589.543688651819	TRUE	1424.23092161917	85220.7519740245
-14850	18550	455	588.856901864537	TRUE	1420.05485458163	86173.8940471217
-14750	18550	455	587.865940935203	TRUE	1415.14529089228	87138.5579436542
-14650	18550	455	587.921966444406	TRUE	1404.33406967449	87697.207437529
-14550	18550	455	587.80068362485	TRUE	1384.1406005418	87742.5216694798
-14450	18550	455	585.875267959289	TRUE	1368.58557466564	87460.8213507841
-14350	18550	455	583.321474221512	TRUE	1363.82287152502	87218.6937334405
-14250	18550	455	582.611988020475	TRUE	1363.01997797487	87233.5259765485
-14150	18550	455	582.990375217476	TRUE	1366.71154941101	87472.2241107155
-14050	18550	455	584.464911375513	TRUE	1372.43550055797	87778.0198464098
-13950	18550	455	584.597729761559	TRUE	1382.6787995501	88069.6188564436
-13850	18550	455	584.277410567038	TRUE	1387.18705798388	88328.8123955899
-13750	18550	455	585.204349590639	TRUE	1386.31470254661	88513.1664383541
-13650	18550	455	585.548897223355	TRUE	1384.43160372444	88581.3529827715
-13550	18550	455	585.51002768343	TRUE	1381.09147393315	88590.7416552558
-13450	18550	455	587.503479495634	TRUE	1380.5607809879	88597.656123479
-13350	18550	455	586.601981651773	TRUE	1379.9469748129	88591.937104625
-13250	18550	455	586.580522051164	TRUE	1379.79908490675	88558.3806741186
-13150	18550	455	584.502378525936	TRUE	1380.39300506086	88504.1596222322
-13050	18550	455	584.31404590453	TRUE	1380.52847947574	88468.7618584941
-12950	18550	455	584.70374318854	TRUE	1380.06082973474	88496.3364765713
-12850	18550	455	584.24080430916	TRUE	1379.20753935318	88572.1205284466
-12750	18550	455	582.69012652284	TRUE	1378.25715672853	88632.1041792636
-12650	18550	455	586.24783036566	TRUE	1377.53351735949	88650.1129097659
-12550	18550	455	589.080177625589	TRUE	1377.45810616289	88650.8561701002
-12450	18550	455	589.808257489765	TRUE	1377.45810616289	88650.8561701002
-12350	18550	455	591.196912148254	TRUE	1377.45810616289	88650.8561701002
-12250	18550	455	589.662289358777	TRUE	1377.45810616289	88650.8561701002
-12150	18550	455	587.834721864133	TRUE	1377.45810616289	88650.8561701002
-12050	18550	455	589.206608540114	TRUE	1377.45810616289	88650.8561701002
-14950	18650	455	592.670298912055	TRUE	1424.15690760102	85613.4234800736
-14850	18650	455	592.057140085574	TRUE	1421.46013802345	86062.6807976924
-14750	18650	455	591.273763647986	TRUE	1419.04842827761	86649.6914546227
-14650	18650	455	591.085598481387	TRUE	1405.08640511488	87123.4774232505
-14550	18650	455	590.684868318201	TRUE	1383.14600402353	87251.1820089245
-14450	18650	455	588.806216795408	TRUE	1368.41995324927	87009.2252972612
-14350	18650	455	586.29185171069	TRUE	1360.74225154261	86716.3767610074
-14250	18650	455	585.589971770993	TRUE	1357.06472107259	86693.4740219195
-14150	18650	455	586.443318691978	TRUE	1361.50919224312	86971.5254993979
-14050	18650	455	587.271606865136	TRUE	1369.94406096509	87365.938334516
-13950	18650	455	586.89489466299	TRUE	1382.51221149508	87761.9038112898
-13850	18650	455	586.650150370938	TRUE	1388.83498735757	88141.3854712373
-13750	18650	455	587.791985631008	TRUE	1386.93163500863	88441.4006589292
-13650	18650	455	587.776227017449	TRUE	1385.9044481689	88580.5496778563
-13550	18650	455	587.409263858684	TRUE	1381.32005953414	88605.2007051086
-13450	18650	455	588.229536158387	TRUE	1380.65039568937	88606.0087633463
-13350	18650	455	587.256681251457	TRUE	1380.53398733615	88564.3771076901
-13250	18650	455	585.38291280499	TRUE	1381.24524428057	88431.7364221775
-13150	18650	455	583.317697820301	TRUE	1382.7044811277	88244.7199647731
-13050	18650	455	582.657197500906	TRUE	1383.21292218621	88129.5550160321
-12950	18650	455	582.473020702587	TRUE	1382.62799644857	88191.9580704328
-12850	18650	455	582.063361738257	TRUE	1381.10212726875	88387.3140086691
-12750	18650	455	581.774839725761	TRUE	1379.29310181257	88565.0198719471
-12650	18650	455	583.254890060545	TRUE	1377.9908914843	88640.9114914951
-12550	18650	455	585.027605797464	TRUE	1377.45810616289	88650.8561701002
-12450	18650	455	586.195730288566	TRUE	1377.45810616289	88650.8561701002
-12350	18650	455	587.080152825422	TRUE	1377.45810616289	88650.8561701002
-12250	18650	455	586.739190858627	TRUE	1377.45810616289	88650.8561701002
-12150	18650	455	586.739788047053	TRUE	1377.45810616289	88650.8561701002
-12050	18650	455	588.938469110121	TRUE	1377.45810616289	88650.8561701002
-14950	18750	455	597.712341591775	TRUE	1418.37277089039	86354.3505421811
-14850	18750	455	598.050578372047	TRUE	1417.66228321088	86165.836798098
-14750	18750	455	595.350127360643	TRUE	1417.51286374118	86254.9578942837
-14650	18750	455	594.847158040134	TRUE	1405.47236478989	86627.6262618219
-14550	18750	455	594.136613102865	TRUE	1384.410689846	86942.624216639
-14450	18750	455	592.079035728818	TRUE	1370.44689316587	86912.3636064165
-14350	18750	455	589.861602222282	TRUE	1362.01939938616	86705.6740888458
-14250	18750	455	589.222711944193	TRUE	1357.31721713232	86678.5362916727
-14150	18750	455	591.787200384426	TRUE	1360.8339980935	86937.2291218559
-14050	18750	455	590.019249604978	TRUE	1369.52535656006	87326.283133251
-13950	18750	455	589.712644308392	TRUE	1382.52459146687	87723.9497214534
-13850	18750	455	587.869032010942	TRUE	1388.23307727887	88116.7885866804
-13750	18750	455	589.440106430203	TRUE	1385.96265715564	88441.8391288695
-13650	18750	455	589.183343621505	TRUE	1384.83381485292	88601.1610564434
