id	 x	 y	 z	from	to	 sample_length	 moisture	 CO2	 tefra	lithological_code_ALPHA	 KThI	lithological_code
204/290	-13560	17800	660.8	99	101	2	55.2	15	37.81	CO	1011	2
204/290	-13560	17800	660.8	101	102	1	54	20	43.4	AL	956	1
204/290	-13560	17800	660.8	102	117.1	15.1	NaN	NaN	NaN	MG	NaN	4
204/290	-13560	17800	660.8	117.1	118.5	1.4	59.6	11.1	27.51	CO	1318	2
204/290	-13560	17800	660.8	118.5	120	1.5	55	14	31.01	CO	1302	2
204/290	-13560	17800	660.8	120	121.4	1.4	56	17.4	39.6	AL	891	1
204/290	-13560	17800	660.8	121.4	123	1.6	55.5	9.1	20.41	CO	1684	2
204/290	-13560	17800	660.8	123	123.9	0.9	NaN	NaN	NaN	MG	NaN	4
204/290	-13560	17800	660.8	123.9	125.4	1.5	53.5	17.9	38.61	CO	1075	2
204/290	-13560	17800	660.8	125.4	126	0.6	57	12.8	29.81	CO	1319	2
204/290	-13560	17800	660.8	126	126.8	0.8	51.8	28.3	58.7	AL	723	1
204/290	-13560	17800	660.8	126.8	128.6	1.8	50.1	24.7	49.41	AL	1123	1
204/290	-13560	17800	660.8	128.6	129	0.4	49.5	25.7	50.9	AL	931	1
204/290	-13560	17800	660.8	129	129.4	0.4	54	18.9	41.11	CO	1108	2
204/290	-13560	17800	660.8	129.4	130.4	1	49.8	33.5	66.7	AL	182	1
204/290	-13560	17800	660.8	130.4	130.6	0.2	NaN	NaN	NaN	AL	NaN	1
204/290	-13560	17800	660.8	130.6	131.1	0.5	48	35.6	68.4	AL	237	1
204/290	-13560	17800	660.8	131.1	135	3.9	NaN	NaN	NaN	AL	NaN	1
204/290	-13560	17800	660.8	135	136	1	52	22.6	47.11	CO	1058	2
204/290	-13560	17800	660.8	136	136.7	0.7	NaN	NaN	NaN	AL	NaN	1
204/290	-13560	17800	660.8	136.7	137	0.3	57.5	12	28.21	CO	1417	2
204/290	-13560	17800	660.8	137	138.6	1.6	NaN	NaN	NaN	AL	NaN	1
204/290	-13560	17800	660.8	138.6	140	1.4	54.4	17.8	39.01	CO	1057	2
204/290	-13560	17800	660.8	140	141	1	50.9	19.1	39.01	AL	1029	1
204/290	-13560	17800	660.8	141	142.5	1.5	55.2	12.8	28.51	CO	1195	2
204/290	-13560	17800	660.8	142.5	144	1.5	56.4	12.3	28.31	CO	1140	2
204/290	-13560	17800	660.8	144	144.7	0.7	50	20.2	40.4	MG	575	4
204/290	-13560	17800	660.8	144.7	147	2.3	55.4	12.3	27.71	CO	1346	2
204/290	-13560	17800	660.8	147	148	1	54.6	17.4	38.41	CO	1004	2
204/290	-13560	17800	660.8	148	150	2	NaN	NaN	NaN	AL	NaN	1
204/290	-13560	17800	660.8	150	151	1	58.2	8.4	20.21	CO	1509	2
204/290	-13560	17800	660.8	151	153	2	NaN	NaN	NaN	AL	NaN	1
204/290	-13560	17800	660.8	153	154	1	56	9.7	22.01	CO	1491	2
204/290	-13560	17800	660.8	154	156	2	NaN	NaN	NaN	AL	NaN	1
204/290	-13560	17800	660.8	156	156.9	0.9	56.8	5.9	13.71	CO	1750	2
204/290	-13560	17800	660.8	156.9	158	1.1	46	23.5	43.5	MG	473	4
204/290	-13560	17800	660.8	158	159	1	53	15.3	32.6	CO	998	2
204/290	-13560	17800	660.8	159	160.4	1.4	53.5	14	29.91	CO	1216	2
204/290	-13560	17800	660.8	160.4	160.7	0.3	NaN	NaN	NaN	MG	NaN	4
204/290	-13560	17800	660.8	160.7	162	1.3	55.5	12.5	28.11	CO	1271	2
204/290	-13560	17800	660.8	162	163.3	1.3	60	5.5	13.81	CO	1613	2
204/290	-13560	17800	660.8	163.3	165	1.7	53	13.2	28.11	CO	1178	2
204/290	-13560	17800	660.8	165	166.6	1.6	58.6	9.1	22.11	CO	1306	2
204/290	-13560	17800	660.8	166.6	168	1.4	56.2	16.4	37.5	AL	917	1
204/290	-13560	17800	660.8	168	168.6	0.6	56.8	8.8	20.31	CO	1588	2
204/290	-13560	17800	660.8	168.6	169.2	0.6	52	18.6	38.8	MG	823	4
204/290	-13560	17800	660.8	169.2	169.4	0.2	NaN	NaN	NaN	MG	NaN	4
204/290	-13560	17800	660.8	169.4	171	1.6	54.6	13.5	29.71	CO	1046	2
204/290	-13560	17800	660.8	171	171.7	0.7	47	23.3	44	MG	369	4
204/290	-13560	17800	660.8	171.7	172.8	1.1	53.3	14.1	30.21	CO	1102	2
204/290	-13560	17800	660.8	172.8	173.2	0.4	NaN	NaN	NaN	MG	NaN	4
204/290	-13560	17800	660.8	173.2	174	0.8	49.2	20.1	39.5	MG	618	4
204/290	-13560	17800	660.8	174	175	1	53.6	13.4	28.81	CO	1128	2
204/290	-13560	17800	660.8	175	177	2	NaN	NaN	NaN	AL	NaN	1
204/290	-13560	17800	660.8	177	177.3	0.3	56.6	12	27.81	CO	1266	2
204/290	-13560	17800	660.8	177.3	180	2.7	NaN	NaN	NaN	MG	NaN	4
194/280	-13603	18568	662	0	0.4	0.4	NaN	NaN	NaN	AL	NaN	1
194/280	-13603	18568	662	0.4	23.5	23.1	NaN	NaN	NaN	AL	NaN	1
194/280	-13603	18568	662	23.5	30.5	7	NaN	NaN	NaN	HD	NaN	3
194/280	-13603	18568	662	30.5	45.5	15	NaN	NaN	NaN	HD	NaN	3
194/280	-13603	18568	662	45.5	50.5	5	NaN	NaN	NaN	AL	NaN	1
194/280	-13603	18568	662	50.5	54.3	3.8	NaN	NaN	NaN	SG	NaN	5
194/280	-13603	18568	662	54.3	75.5	21.2	NaN	NaN	NaN	AL	NaN	1
194/280	-13603	18568	662	75.5	76	0.5	55.8	NaN	25.71	CO	1565	2
194/280	-13603	18568	662	76	77.6	1.6	NaN	NaN	NaN	MG	NaN	4
194/280	-13603	18568	662	77.6	80.6	3	57	NaN	29.21	CO	1425	2
194/280	-13603	18568	662	80.6	83.9	3.3	NaN	NaN	NaN	MG	NaN	4
194/280	-13603	18568	662	83.9	86.6	2.7	56.6	NaN	27.51	CO	1475	2
194/280	-13603	18568	662	86.6	88.1	1.5	NaN	NaN	NaN	MG	NaN	4
194/280	-13603	18568	662	88.1	89.6	1.5	53.6	NaN	37.71	CO	1350	2
194/280	-13603	18568	662	89.6	91.1	1.5	NaN	NaN	NaN	MG	NaN	4
194/280	-13603	18568	662	91.1	91.6	0.5	60	NaN	22.61	CO	1430	2
194/280	-13603	18568	662	91.6	92.3	0.7	NaN	NaN	NaN	MG	NaN	4
194/280	-13603	18568	662	92.3	93.1	0.8	56.8	NaN	36.11	CO	1255	2
194/280	-13603	18568	662	93.1	93.9	0.8	NaN	NaN	NaN	MG	NaN	4
194/280	-13603	18568	662	93.9	96.3	2.4	59.8	NaN	27.81	CO	1315	2
194/280	-13603	18568	662	96.3	108.6	12.3	NaN	NaN	NaN	MG	NaN	4
194/280	-13603	18568	662	108.6	111	2.4	60.1	NaN	23.51	CO	1405	2
194/280	-13603	18568	662	111	111.6	0.6	NaN	NaN	NaN	MG	NaN	4
194/280	-13603	18568	662	111.6	112.4	0.8	58.2	NaN	21.41	CO	1550	2
194/280	-13603	18568	662	112.4	113.1	0.7	NaN	NaN	NaN	MG	NaN	4
194/280	-13603	18568	662	113.1	115.6	2.5	61.4	NaN	22.31	CO	1365	2
194/280	-13603	18568	662	115.6	115.9	0.3	NaN	NaN	NaN	MG	NaN	4
194/280	-13603	18568	662	115.9	118.6	2.7	58.8	NaN	30.61	CO	1300	2
194/280	-13603	18568	662	118.6	121.6	3	58.3	NaN	33.71	CO	1250	2
194/280	-13603	18568	662	121.6	123.9	2.3	NaN	NaN	NaN	AL	NaN	1
194/280	-13603	18568	662	123.9	125.6	1.7	55.6	NaN	38.81	CO	1235	2
194/280	-13603	18568	662	125.6	129.2	3.6	NaN	NaN	NaN	AL	NaN	1
194/280	-13603	18568	662	129.2	132.6	3.4	58.2	NaN	34.11	CO	1245	2
194/280	-13603	18568	662	132.6	135.1	2.5	59	NaN	26.21	CO	1395	2
194/280	-13603	18568	662	135.1	137.2	2.1	NaN	NaN	NaN	MG	NaN	4
194/280	-13603	18568	662	137.2	138.1	0.9	58.8	NaN	28.61	CO	1345	2
194/280	-13603	18568	662	138.1	140.6	2.5	NaN	NaN	NaN	MG	NaN	4
194/280	-13603	18568	662	140.6	143.6	3	56.9	NaN	29.11	CO	1420	2
194/280	-13603	18568	662	143.6	146.1	2.5	58.5	NaN	29.41	CO	1340	2
194/280	-13603	18568	662	146.1	148.6	2.5	NaN	NaN	NaN	MG	NaN	4
194/280	-13603	18568	662	148.6	154.5	5.9	NaN	NaN	NaN	AL	NaN	1
194/280	-13603	18568	662	154.5	154.6	0.1	NaN	NaN	NaN	SG	NaN	5
194/280	-13603	18568	662	154.6	156.6	2	58.2	NaN	27.31	CO	1410	2
194/280	-13603	18568	662	156.6	158.6	2	59.8	NaN	26.61	CO	1350	2
194/280	-13603	18568	662	158.6	165.6	7	NaN	NaN	NaN	MG	NaN	4
194/280	-13603	18568	662	165.6	166.6	1	57.6	NaN	23.21	CO	1535	2
194/280	-13603	18568	662	166.6	173	6.4	NaN	NaN	NaN	MG	NaN	4
182/268	-13619	19417	665.7	0	0.4	0.4	NaN	NaN	NaN	AL	NaN	1
182/268	-13619	19417	665.7	0.4	2	1.6	NaN	NaN	NaN	AL	NaN	1
182/268	-13619	19417	665.7	2	3.5	1.5	NaN	NaN	NaN	HD	NaN	3
182/268	-13619	19417	665.7	3.5	6.6	3.1	NaN	NaN	NaN	AL	NaN	1
182/268	-13619	19417	665.7	6.6	14.5	7.9	NaN	NaN	NaN	HD	NaN	3
182/268	-13619	19417	665.7	14.5	31.5	17	NaN	NaN	NaN	AL	NaN	1
182/268	-13619	19417	665.7	31.5	33	1.5	NaN	NaN	NaN	AL	NaN	1
182/268	-13619	19417	665.7	33	36	3	NaN	NaN	NaN	SG	NaN	5
182/268	-13619	19417	665.7	36	45	9	NaN	NaN	NaN	MG	NaN	4
182/268	-13619	19417	665.7	45	82.1	37.1	NaN	NaN	NaN	AL	NaN	1
182/268	-13619	19417	665.7	82.1	82.5	0.4	25.4	NaN	25.41	CO	1370	2
182/268	-13619	19417	665.7	82.5	83.2	0.7	NaN	NaN	NaN	AL	NaN	1
182/268	-13619	19417	665.7	83.2	84.6	1.4	25.4	NaN	25.41	CO	1370	2
182/268	-13619	19417	665.7	84.6	85.2	0.6	NaN	NaN	NaN	AL	NaN	1
182/268	-13619	19417	665.7	85.2	87.6	2.4	57	NaN	31.31	CO	1370	2
182/268	-13619	19417	665.7	87.6	89.1	1.5	59.2	NaN	25.81	CO	1400	2
182/268	-13619	19417	665.7	89.1	91.9	2.8	NaN	NaN	NaN	MG	NaN	4
182/268	-13619	19417	665.7	91.9	93.1	1.2	60.8	NaN	12.41	CO	1620	2
182/268	-13619	19417	665.7	93.1	94.5	1.4	NaN	NaN	NaN	MG	NaN	4
182/268	-13619	19417	665.7	94.5	95.6	1.1	60	NaN	15.01	CO	1605	2
182/268	-13619	19417	665.7	95.6	97.15	1.55	NaN	NaN	NaN	MG	NaN	4
182/268	-13619	19417	665.7	97.15	98.05	0.9	59.6	NaN	20.11	CO	1505	2
182/268	-13619	19417	665.7	98.05	99.9	1.85	NaN	NaN	NaN	MG	NaN	4
182/268	-13619	19417	665.7	99.9	100.55	0.65	61	NaN	15.81	CO	1525	2
182/268	-13619	19417	665.7	100.55	101.45	0.9	NaN	NaN	NaN	MG	NaN	4
182/268	-13619	19417	665.7	101.45	102.3	0.85	59.4	NaN	26.01	CO	1385	2
182/268	-13619	19417	665.7	102.3	102.7	0.4	NaN	NaN	NaN	MG	NaN	4
182/268	-13619	19417	665.7	102.7	104.15	1.45	59.2	NaN	22.61	CO	1470	2
182/268	-13619	19417	665.7	104.15	104.8	0.65	NaN	NaN	NaN	MG	NaN	4
182/268	-13619	19417	665.7	104.8	105.8	1	59.6	NaN	19.01	CO	1535	2
182/268	-13619	19417	665.7	105.8	118.25	12.45	NaN	NaN	NaN	MG	NaN	4
182/268	-13619	19417	665.7	118.25	118.75	0.5	56.3	NaN	18.41	CO	1720	2
182/268	-13619	19417	665.7	118.75	121.5	2.75	NaN	NaN	NaN	AL	NaN	1
182/268	-13619	19417	665.7	121.5	123.2	1.7	59.7	NaN	15.41	CO	1610	2
182/268	-13619	19417	665.7	123.2	124.3	1.1	NaN	NaN	NaN	MG	NaN	4
182/268	-13619	19417	665.7	124.3	125.2	0.9	59.8	NaN	16.91	CO	1570	2
182/268	-13619	19417	665.7	125.2	126.4	1.2	NaN	NaN	NaN	MG	NaN	4
182/268	-13619	19417	665.7	126.4	128.65	2.25	58.6	NaN	12.91	CO	1730	2
182/268	-13619	19417	665.7	128.65	129.5	0.85	NaN	NaN	NaN	MG	NaN	4
182/268	-13619	19417	665.7	129.5	132.1	2.6	59.6	NaN	15.41	CO	1620	2
182/268	-13619	19417	665.7	132.1	135.1	3	58.5	NaN	27.61	CO	1390	2
182/268	-13619	19417	665.7	135.1	137.1	2	NaN	NaN	NaN	AL	NaN	1
182/268	-13619	19417	665.7	137.1	140.45	3.35	58.6	NaN	24.71	CO	1450	2
182/268	-13619	19417	665.7	140.45	144.2	3.75	NaN	NaN	NaN	MG	NaN	4
182/268	-13619	19417	665.7	144.2	146.1	1.9	60	NaN	24.71	CO	1380	2
182/268	-13619	19417	665.7	146.1	148.1	2	60.4	NaN	21.11	CO	1445	2
182/268	-13619	19417	665.7	148.1	149.7	1.6	NaN	NaN	NaN	MG	NaN	4
182/268	-13619	19417	665.7	149.7	150.3	0.6	59	NaN	22.11	CO	1490	2
182/268	-13619	19417	665.7	150.3	151.1	0.8	NaN	NaN	NaN	AL	NaN	1
182/268	-13619	19417	665.7	151.1	154.1	3	58.6	NaN	23.21	CO	1485	2
182/268	-13619	19417	665.7	154.1	156.1	2	60.4	NaN	22.41	CO	1415	2
182/268	-13619	19417	665.7	156.1	158.45	2.35	59.4	NaN	23.71	CO	1430	2
182/268	-13619	19417	665.7	158.45	158.95	0.5	NaN	NaN	NaN	MG	NaN	4
182/268	-13619	19417	665.7	158.95	160.7	1.75	60	NaN	16.51	CO	1570	2
182/268	-13619	19417	665.7	160.7	161.8	1.1	NaN	NaN	NaN	MG	NaN	4
182/268	-13619	19417	665.7	161.8	164.1	2.3	60.7	NaN	22.31	CO	1405	2
182/268	-13619	19417	665.7	164.1	164.2	0.1	60.7	NaN	22.31	SG	1405	5
182/268	-13619	19417	665.7	164.2	165.1	0.9	60.7	NaN	22.31	CO	1405	2
182/268	-13619	19417	665.7	165.1	167.1	2	61.6	NaN	22.91	CO	1340	2
182/268	-13619	19417	665.7	167.1	170.55	3.45	62.8	NaN	25.81	CO	1220	2
182/268	-13619	19417	665.7	170.55	171.2	0.65	NaN	NaN	NaN	MG	NaN	4
182/268	-13619	19417	665.7	171.2	173.1	1.9	63.2	NaN	26.71	CO	1185	2
182/268	-13619	19417	665.7	173.1	173.8	0.7	NaN	NaN	NaN	MG	NaN	4
182/268	-13619	19417	665.7	173.8	174	0.2	52.1	NaN	35	CO	NaN	2
182/268	-13619	19417	665.7	174	176.1	2.1	NaN	NaN	NaN	AL	NaN	1
182/268	-13619	19417	665.7	176.1	177	0.9	NaN	NaN	NaN	MG	NaN	4
206/276	-14155	18271	661	0	0.4	0.4	NaN	NaN	NaN	AL	NaN	1
206/276	-14155	18271	661	0.4	17.5	17.1	NaN	NaN	NaN	AL	NaN	1
206/276	-14155	18271	661	17.5	28.5	11	NaN	NaN	NaN	SG	NaN	5
206/276	-14155	18271	661	28.5	32	3.5	NaN	NaN	NaN	AL	NaN	1
206/276	-14155	18271	661	32	38.5	6.5	NaN	NaN	NaN	SG	NaN	5
206/276	-14155	18271	661	38.5	43	4.5	NaN	NaN	NaN	AL	NaN	1
206/276	-14155	18271	661	43	50	7	NaN	NaN	NaN	SG	NaN	5
206/276	-14155	18271	661	50	78.1	28.1	NaN	NaN	NaN	AL	NaN	1
206/276	-14155	18271	661	78.1	78.6	0.5	50	NaN	42.31	CO	1350	2
206/276	-14155	18271	661	78.6	88.1	9.5	NaN	NaN	NaN	AL	NaN	1
206/276	-14155	18271	661	88.1	89.3	1.2	56.3	NaN	28.91	CO	1455	2
206/276	-14155	18271	661	89.3	91.45	2.15	NaN	NaN	NaN	MG	NaN	4
206/276	-14155	18271	661	91.45	92.55	1.1	59.5	NaN	25.01	CO	1400	2
206/276	-14155	18271	661	92.55	93.8	1.25	NaN	NaN	NaN	MG	NaN	4
206/276	-14155	18271	661	93.8	94.3	0.5	58.7	NaN	22.51	CO	1495	2
206/276	-14155	18271	661	94.3	98.35	4.05	NaN	NaN	NaN	MG	NaN	4
206/276	-14155	18271	661	98.35	99.1	0.75	50	NaN	34.51	CO	1564	2
206/276	-14155	18271	661	99.1	100.1	1	NaN	NaN	NaN	MG	NaN	4
206/276	-14155	18271	661	100.1	100.9	0.8	53.7	NaN	32.91	CO	1470	2
206/276	-14155	18271	661	100.9	101.7	0.8	NaN	NaN	NaN	AL	NaN	1
206/276	-14155	18271	661	101.7	102.65	0.95	59.9	NaN	22.21	CO	1440	2
206/276	-14155	18271	661	102.65	103.65	1	NaN	NaN	NaN	MG	NaN	4
206/276	-14155	18271	661	103.65	104.55	0.9	56.8	NaN	32.71	CO	1340	2
206/276	-14155	18271	661	104.55	105.5	0.95	NaN	NaN	NaN	MG	NaN	4
206/276	-14155	18271	661	105.5	106.1	0.6	52.8	NaN	44.21	CO	1190	2
206/276	-14155	18271	661	106.1	113.25	7.15	NaN	NaN	NaN	MG	NaN	4
206/276	-14155	18271	661	113.25	113.55	0.3	52.1	NaN	35	CO	NaN	2
206/276	-14155	18271	661	113.55	114.5	0.95	NaN	NaN	NaN	MG	NaN	4
206/276	-14155	18271	661	114.5	115.1	0.6	58.4	NaN	23.81	CO	1475	2
206/276	-14155	18271	661	115.1	115.85	0.75	NaN	NaN	NaN	MG	NaN	4
206/276	-14155	18271	661	115.85	117.55	1.7	51.6	NaN	36.81	CO	1455	2
206/276	-14155	18271	661	117.55	118.15	0.6	NaN	NaN	NaN	MG	NaN	4
206/276	-14155	18271	661	118.15	119.35	1.2	57	NaN	29.01	CO	1415	2
206/276	-14155	18271	661	119.35	120.1	0.75	NaN	NaN	NaN	MG	NaN	4
206/276	-14155	18271	661	120.1	120.5	0.4	52.1	NaN	35	CO	NaN	2
206/276	-14155	18271	661	120.5	122	1.5	NaN	NaN	NaN	MG	NaN	4
206/276	-14155	18271	661	122	124.35	2.35	57.5	NaN	25.21	CO	1485	2
206/276	-14155	18271	661	124.35	125.2	0.85	NaN	NaN	NaN	MG	NaN	4
206/276	-14155	18271	661	125.2	125.9	0.7	55	NaN	35.31	CO	1345	2
206/276	-14155	18271	661	125.9	126.2	0.3	NaN	NaN	NaN	AL	NaN	1
206/276	-14155	18271	661	126.2	126.8	0.6	52	NaN	32.41	CO	1555	2
206/276	-14155	18271	661	126.8	127.1	0.3	NaN	NaN	NaN	AL	NaN	1
206/276	-14155	18271	661	127.1	128.3	1.2	56.2	NaN	29.41	CO	1450	2
206/276	-14155	18271	661	128.3	128.6	0.3	NaN	NaN	NaN	AL	NaN	1
206/276	-14155	18271	661	128.6	129.4	0.8	56.9	NaN	36.91	CO	1225	2
206/276	-14155	18271	661	129.4	129.8	0.4	NaN	NaN	NaN	AL	NaN	1
206/276	-14155	18271	661	129.8	132.4	2.6	56.2	NaN	33.61	CO	1335	2
206/276	-14155	18271	661	132.4	140.65	8.25	NaN	NaN	NaN	AL	NaN	1
206/276	-14155	18271	661	140.65	142.5	1.85	57	NaN	25.41	CO	1500	2
206/276	-14155	18271	661	142.5	145.1	2.6	58	NaN	27.01	CO	1415	2
206/276	-14155	18271	661	145.1	148.5	3.4	NaN	NaN	NaN	MG	NaN	4
206/276	-14155	18271	661	148.5	149.5	1	57.3	NaN	28.21	CO	1415	2
206/276	-14155	18271	661	149.5	151	1.5	NaN	NaN	NaN	MG	NaN	4
206/276	-14155	18271	661	151	154.5	3.5	59.2	NaN	24.41	CO	1410	2
206/276	-14155	18271	661	154.5	157.5	3	57.2	NaN	26.81	CO	1450	2
206/276	-14155	18271	661	157.5	158.85	1.35	NaN	NaN	NaN	MG	NaN	4
206/276	-14155	18271	661	158.85	160.75	1.9	59	NaN	21.81	CO	1490	2
206/276	-14155	18271	661	160.75	160.9	0.15	NaN	NaN	NaN	SG	NaN	5
206/276	-14155	18271	661	160.9	162.55	1.65	58.5	NaN	20.21	CO	1550	2
206/276	-14155	18271	661	162.55	164.15	1.6	NaN	NaN	NaN	MG	NaN	4
206/276	-14155	18271	661	164.15	164.85	0.7	58.5	NaN	21.51	CO	1520	2
206/276	-14155	18271	661	164.85	165.4	0.55	NaN	NaN	NaN	MG	NaN	4
206/276	-14155	18271	661	165.4	167.1	1.7	53.8	NaN	35.21	CO	1395	2
206/276	-14155	18271	661	167.1	168.5	1.4	NaN	NaN	NaN	MG	NaN	4
206/276	-14155	18271	661	168.5	171.1	2.6	58.7	NaN	29.81	CO	1315	2
206/276	-14155	18271	661	171.1	184	12.9	NaN	NaN	NaN	MG	NaN	4
206/268	-14447	18543	658	0	0.5	0.5	NaN	NaN	NaN	AL	NaN	1
206/268	-14447	18543	658	0.5	15	14.5	NaN	NaN	NaN	AL	NaN	1
206/268	-14447	18543	658	15	16.5	1.5	NaN	NaN	NaN	SG	NaN	5
206/268	-14447	18543	658	16.5	21.7	5.2	NaN	NaN	NaN	AL	NaN	1
206/268	-14447	18543	658	21.7	25.4	3.7	NaN	NaN	NaN	SG	NaN	5
206/268	-14447	18543	658	25.4	38.5	13.1	NaN	NaN	NaN	AL	NaN	1
206/268	-14447	18543	658	38.5	43.5	5	NaN	NaN	NaN	SG	NaN	5
206/268	-14447	18543	658	43.5	69	25.5	NaN	NaN	NaN	AL	NaN	1
206/268	-14447	18543	658	69	71.75	2.75	NaN	NaN	NaN	MG	NaN	4
206/268	-14447	18543	658	71.75	72.35	0.6	53	NaN	29.51	CO	1580	2
206/268	-14447	18543	658	72.35	72.65	0.3	NaN	NaN	NaN	AL	NaN	1
206/268	-14447	18543	658	72.65	73.1	0.45	NaN	NaN	NaN	AL	NaN	1
206/268	-14447	18543	658	73.1	73.9	0.8	57.4	NaN	23.31	CO	1540	2
206/268	-14447	18543	658	73.9	75.55	1.65	NaN	NaN	NaN	AL	NaN	1
206/268	-14447	18543	658	75.55	76.1	0.55	59.4	NaN	23.41	CO	1430	2
206/268	-14447	18543	658	76.1	77.1	1	NaN	NaN	NaN	MG	NaN	4
206/268	-14447	18543	658	77.1	78.35	1.25	58.2	NaN	30.41	CO	1325	2
206/268	-14447	18543	658	78.35	78.75	0.4	NaN	NaN	NaN	MG	NaN	4
206/268	-14447	18543	658	78.75	80.8	2.05	58.6	NaN	27.41	CO	1380	2
206/268	-14447	18543	658	80.8	83.3	2.5	NaN	NaN	NaN	MG	NaN	4
206/268	-14447	18543	658	83.3	84.4	1.1	58.8	NaN	22.31	CO	1490	2
206/268	-14447	18543	658	84.4	86.05	1.65	NaN	NaN	NaN	MG	NaN	4
206/268	-14447	18543	658	86.05	86.55	0.5	55.5	NaN	26.21	CO	1555	2
206/268	-14447	18543	658	86.55	91.7	5.15	NaN	NaN	NaN	MG	NaN	4
206/268	-14447	18543	658	91.7	92.6	0.9	56.7	NaN	31.11	CO	1375	2
206/268	-14447	18543	658	92.6	93.35	0.75	NaN	NaN	NaN	MG	NaN	4
206/268	-14447	18543	658	93.35	94.1	0.75	57.5	NaN	32.11	CO	1315	2
206/268	-14447	18543	658	94.1	95.25	1.15	NaN	NaN	NaN	AL	NaN	1
206/268	-14447	18543	658	95.25	96.1	0.85	57	NaN	27.61	CO	1445	2
206/268	-14447	18543	658	96.1	97.1	1	NaN	NaN	NaN	MG	NaN	4
206/268	-14447	18543	658	97.1	98.1	1	49.3	NaN	38.51	CO	1500	2
206/268	-14447	18543	658	98.1	113.1	15	NaN	NaN	NaN	MG	NaN	4
206/268	-14447	18543	658	113.1	114.1	1	NaN	NaN	NaN	AL	NaN	1
206/268	-14447	18543	658	114.1	118.45	4.35	NaN	NaN	NaN	MG	NaN	4
206/268	-14447	18543	658	118.45	120.5	2.05	58.1	NaN	23.71	CO	1490	2
206/268	-14447	18543	658	120.5	121.5	1	NaN	NaN	NaN	MG	NaN	4
206/268	-14447	18543	658	121.5	122.1	0.6	56.2	NaN	30.41	CO	1420	2
206/268	-14447	18543	658	122.1	122.5	0.4	NaN	NaN	NaN	MG	NaN	4
206/268	-14447	18543	658	122.5	123.1	0.6	57.8	NaN	27.11	CO	1425	2
206/268	-14447	18543	658	123.1	123.95	0.85	NaN	NaN	NaN	MG	NaN	4
206/268	-14447	18543	658	123.95	124.55	0.6	56.6	NaN	22.71	CO	1590	2
206/268	-14447	18543	658	124.55	124.9	0.35	NaN	NaN	NaN	AL	NaN	1
206/268	-14447	18543	658	124.9	125.55	0.65	55.5	NaN	30.81	CO	1435	2
206/268	-14447	18543	658	125.55	126.1	0.55	NaN	NaN	NaN	AL	NaN	1
206/268	-14447	18543	658	126.1	128.4	2.3	54.2	NaN	30.41	CO	1510	2
206/268	-14447	18543	658	128.4	129.1	0.7	NaN	NaN	NaN	MG	NaN	4
206/268	-14447	18543	658	129.1	129.95	0.85	50.6	NaN	37.61	CO	1470	2
206/268	-14447	18543	658	129.95	132.55	2.6	NaN	NaN	NaN	AL	NaN	1
206/268	-14447	18543	658	132.55	133.35	0.8	57.3	NaN	27.01	CO	1455	2
206/268	-14447	18543	658	133.35	134.2	0.85	NaN	NaN	NaN	AL	NaN	1
206/268	-14447	18543	658	134.2	134.7	0.5	54.7	NaN	33.01	CO	1415	2
206/268	-14447	18543	658	134.7	137.1	2.4	NaN	NaN	NaN	AL	NaN	1
206/268	-14447	18543	658	137.1	137.75	0.65	NaN	NaN	NaN	MG	NaN	4
206/268	-14447	18543	658	137.75	138.5	0.75	55	NaN	30.51	CO	1470	2
206/268	-14447	18543	658	138.5	139.3	0.8	NaN	NaN	NaN	AL	NaN	1
206/268	-14447	18543	658	139.3	141.4	2.1	55.3	NaN	27.41	CO	1530	2
206/268	-14447	18543	658	141.4	144.35	2.95	NaN	NaN	NaN	MG	NaN	4
206/268	-14447	18543	658	144.35	145.4	1.05	56.5	NaN	29.81	CO	1420	2
206/268	-14447	18543	658	145.4	147	1.6	NaN	NaN	NaN	MG	NaN	4
206/268	-14447	18543	658	147	150.1	3.1	57.7	NaN	24.11	CO	1505	2
206/268	-14447	18543	658	150.1	153.1	3	56	NaN	27.41	CO	1500	2
206/268	-14447	18543	658	153.1	156.1	3	60.3	NaN	21.81	CO	1425	2
206/268	-14447	18543	658	156.1	159.1	3	58	NaN	23.31	CO	1505	2
206/268	-14447	18543	658	159.1	159.6	0.5	NaN	NaN	NaN	MG	NaN	4
206/268	-14447	18543	658	159.6	162.1	2.5	59	NaN	25.71	CO	1405	2
206/268	-14447	18543	658	162.1	162.95	0.85	57.5	NaN	33.01	CO	1300	2
206/268	-14447	18543	658	162.95	163.1	0.15	57.5	NaN	33.01	SG	1300	5
206/268	-14447	18543	658	163.1	164.5	1.4	57.5	NaN	33.01	CO	1300	2
206/268	-14447	18543	658	164.5	168.1	3.6	NaN	NaN	NaN	MG	NaN	4
206/268	-14447	18543	658	168.1	168.8	0.7	61.7	NaN	14.31	CO	1515	2
206/268	-14447	18543	658	168.8	182.6	13.8	NaN	NaN	NaN	MG	NaN	4
206/260	-14743	18827	657.6	0	0.4	0.4	NaN	NaN	NaN	AL	NaN	1
206/260	-14743	18827	657.6	0.4	1.5	1.1	NaN	NaN	NaN	AL	NaN	1
206/260	-14743	18827	657.6	1.5	7.5	6	NaN	NaN	NaN	AL	NaN	1
